Day 1,HOT! RESULTS,SUBMIT SCORES!,Quarter Lengths by Day,,,,,,,,,,,,,,,,,,,,,
"Thu, July 30",,,6-6-7-7,,,,,,,,,,,,,,,,,,,,,
2-Aug,12:30 PM,1st,GARLAND ISD 1,127,W115,,W116,,1st,2nd,14B-127,pt_1st,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
pt_Place,,au_Place,W130,,,,,,,,,,,,,,,,,,,,,
1st,W127,1st,L130,,,,,,,,,,,,,,,,,,,,,
2nd,L127,2nd,W128,,,,,,,,,,,,,,,,,,,,,
3rd,W129,3rd,L128,,,,,,,,,,,,,,,,,,,,,
4th,L129,4th,W123,,,,,,,,,,,,,,,,,,,,,
5th,W118,5th,L123,,,,,,,,,,,,,,,,,,,,,
6th,L118,6th,W120,,,,,,,,,,,,,,,,,,,,,
7th,W119,7th,L120,,,,,,,,,,,,,,,,,,,,,
8th,L119,8th,W117,,,,,,,,,,,,,,,,,,,,,
9th,W124,9th,L117,,,,,,,,,,,,,,,,,,,,,
10th,L124,10th,,,,,,,,,,,,,,,,,,,,,,
11th,W125,,,,,,,,,,,,,,,,,,,,,,,
12th,L125,,,,,,,,,,,,,,,,,,,,,,,
13th,,,,,,,,,,,,,,,,,,,,,,,,
14th,,,,,,,,,,,,,,,,,,,,,,,,
15th,,,,,,,,,,,,,,,,,,,,,,,,
16th,,,,,,,,,,,,,,,,,,,,,,,,
